PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
4537551,1,"Black","Figure Accessories In Hand",60849,"Nozzle W/Ø3.18, Shaft","http://cache.lego.com/media/bricks/5/1/4537551.jpg",28
4538456,4,"Black","Figure Accessories In Hand",64644,"Stick Ø3.2 2Mm W/Knob And Tube","http://cache.lego.com/media/bricks/5/1/4538456.jpg",76
4549989,1,"Black","Figure, Weapons",85973,"Tommy Gun","http://cache.lego.com/media/bricks/5/1/4549989.jpg",10
407926,2,"Black","Interior",4079,"Seat 2X2X2","http://cache.lego.com/media/bricks/5/1/407926.jpg",73
459926,4,"Black","Interior",4599,"Tap Ø4.9/6.4","http://cache.lego.com/media/bricks/5/1/459926.jpg",167
241226,12,"Black","Plates",2412,"Radiator Grille 1X2","http://cache.lego.com/media/bricks/5/1/241226.jpg",430
302126,1,"Black","Plates",3021,"Plate 2X3","http://cache.lego.com/media/bricks/5/1/302126.jpg",474
302226,1,"Black","Plates",3022,"Plate 2X2","http://cache.lego.com/media/bricks/5/1/302226.jpg",616
306826,1,"Black","Plates",3068,"Flat Tile 2X2","http://cache.lego.com/media/bricks/5/1/306826.jpg",301
379526,1,"Black","Plates",3795,"Plate 2X6","http://cache.lego.com/media/bricks/5/1/379526.jpg",509
255526,2,"Black","Plates, Special",2555,"Plate 1X1 W. Up Right Holder","http://cache.lego.com/media/bricks/5/1/255526.jpg",271
4282746,2,"Black","Plates, Special",2436,"Angle Plate 1X2/1X4","http://cache.lego.com/media/bricks/5/1/4282746.jpg",159
4140303,2,"Black","Signs And Flags",30374,"Light Sword - Blade","http://cache.lego.com/media/bricks/5/1/4140303.jpg",166
4523405,1,"Black","Signs And Flags",60779,"Flag With 2 Holders","http://cache.lego.com/media/bricks/5/1/4523405.jpg",13
4234365,3,"Brick Yellow","Bricks And Beams, Special Ø 4,85",3701,"Technic Brick 1X4, Ø4,9","http://cache.lego.com/media/bricks/5/1/4234365.jpg",24
4117070,2,"Brick Yellow","Bricks, Special Circles And Angles",3062,"Round Brick 1X1","http://cache.lego.com/media/bricks/5/1/4117070.jpg",101
4113233,2,"Brick Yellow","Plates",3710,"Plate 1X4","http://cache.lego.com/media/bricks/5/1/4113233.jpg",117
4113993,1,"Brick Yellow","Plates",3795,"Plate 2X6","http://cache.lego.com/media/bricks/5/1/4113993.jpg",99
4114026,7,"Brick Yellow","Plates",3069,"Flat Tile 1X2","http://cache.lego.com/media/bricks/5/1/4114026.jpg",96
4114077,2,"Brick Yellow","Plates",2420,"Corner Plate 1X2X2","http://cache.lego.com/media/bricks/5/1/4114077.jpg",58
4155708,5,"Brick Yellow","Plates",3794,"Plate 1X2 W. 1 Knob","http://cache.lego.com/media/bricks/5/1/4155708.jpg",78
4157277,6,"Brick Yellow","Plates",6636,"Flat Tile 1X6","http://cache.lego.com/media/bricks/5/1/4157277.jpg",49
4159553,2,"Brick Yellow","Plates",3024,"Plate 1X1","http://cache.lego.com/media/bricks/5/1/4159553.jpg",68
4544139,3,"Brick Yellow","Plates",4162,"Flat Tile 1X8","http://cache.lego.com/media/bricks/5/1/4544139.jpg",14
4524449,1,"Brick Yellow","Plates, Special",62721,"Flat Tile 2X2 "No.139","http://cache.lego.com/media/bricks/5/1/4524449.jpg",16
4208072,2,"Brick Yellow","Plates, Special Circles And Angles",2450,"Corner Plate 45 Deg. 3X3","http://cache.lego.com/media/bricks/5/1/4208072.jpg",12
4549867,1,"Brick Yellow","Plates, Special Circles And Angles",47407,"Plate 6X4 W/Angle","http://cache.lego.com/media/bricks/5/1/4549867.jpg",1
300323,1,"Bright Blue","Bricks",3003,"Brick 2X2","http://cache.lego.com/media/bricks/5/1/300323.jpg",324
306223,7,"Bright Blue","Bricks, Special Circles And Angles",3062,"Round Brick 1X1","http://cache.lego.com/media/bricks/5/1/306223.jpg",71
4143005,4,"Bright Blue","Connectors",4274,"Connector Peg W. Knob","http://cache.lego.com/media/bricks/5/1/4143005.jpg",355
4514553,2,"Bright Blue","Connectors",6558,"Connector Peg W. Friction 3M","http://cache.lego.com/media/bricks/5/1/4514553.jpg",322
302323,3,"Bright Blue","Plates",3023,"Plate 1X2","http://cache.lego.com/media/bricks/5/1/302323.jpg",328
371023,1,"Bright Blue","Plates",3710,"Plate 1X4","http://cache.lego.com/media/bricks/5/1/371023.jpg",279
4199519,2,"Bright Blue","Plates",3958,"Plate 6X6","http://cache.lego.com/media/bricks/5/1/4199519.jpg",19
614123,2,"Bright Blue","Plates, Special Circles And Angles",6141,"Round Plate 1X1","http://cache.lego.com/media/bricks/5/1/614123.jpg",118
